TIMESTAMP,CGI
2008-02-02 13:35:50,354
2008-02-02 13:39:25,310
2008-02-02 13:41:25,309
2008-02-02 13:41:28,309
2008-02-02 13:43:29,308
2008-02-02 13:43:33,308
2008-02-02 13:46:25,306
2008-02-02 13:54:33,304
2008-02-02 14:00:33,304
2008-02-02 14:01:47,305
2008-02-02 14:06:03,307
2008-02-02 14:12:07,354
2008-02-02 14:12:46,354
2008-02-02 14:22:00,441
2008-02-02 14:23:28,484
2008-02-02 14:23:32,484
2008-02-02 14:23:40,484
2008-02-02 14:24:45,484
2008-02-02 14:26:51,484
2008-02-02 14:27:55,442
2008-02-02 14:32:53,485
2008-02-02 14:48:07,485
2008-02-02 14:49:39,485
2008-02-02 14:50:07,443
2008-02-02 14:52:14,485
2008-02-02 14:54:09,485
2008-02-02 14:55:45,528
2008-02-02 14:56:47,528
2008-02-02 14:57:29,528
2008-02-02 15:00:04,485
2008-02-02 15:00:54,528
2008-02-02 15:03:47,528
2008-02-02 15:04:54,528
2008-02-02 15:06:26,528
2008-02-02 15:06:29,528
2008-02-02 15:07:20,529
2008-02-02 15:09:20,529
2008-02-02 15:13:18,572
2008-02-02 15:14:25,572
2008-02-02 15:14:41,572
2008-02-02 15:14:57,572
2008-02-02 15:15:17,572
2008-02-02 15:15:34,572
2008-02-02 15:19:30,572
2008-02-02 15:23:00,572
2008-02-02 15:25:27,573
2008-02-02 15:27:42,572
2008-02-02 15:29:00,615
2008-02-02 15:31:29,658
2008-02-02 15:33:46,658
2008-02-02 15:34:23,658
2008-02-02 15:34:53,658
2008-02-02 15:35:00,658
2008-02-02 15:37:17,658
2008-02-02 15:39:21,658
2008-02-02 15:40:51,615
2008-02-02 15:41:06,615
2008-02-02 15:42:25,657
2008-02-02 15:44:07,614
2008-02-02 15:46:03,571
2008-02-02 15:46:29,571
2008-02-02 15:47:45,571
2008-02-02 15:51:35,614
2008-02-02 15:52:42,614
2008-02-02 15:54:51,613
2008-02-02 15:56:41,569
2008-02-02 15:57:42,569
2008-02-02 15:58:45,613
2008-02-02 16:00:00,613
2008-02-02 16:00:25,613
2008-02-02 16:04:53,569
2008-02-02 16:10:53,741
2008-02-02 16:11:24,741
2008-02-02 16:13:21,741
2008-02-02 16:15:00,741
2008-02-02 16:15:41,741
2008-02-02 16:18:08,741
2008-02-02 16:20:30,699
2008-02-02 16:22:54,699
2008-02-02 16:24:26,700
2008-02-02 16:26:28,700
2008-02-02 16:30:01,700
2008-02-02 16:33:12,657
2008-02-02 16:37:53,659
2008-02-02 16:38:19,659
