TIMESTAMP,LONGITUDE,LATITUDE
2008-02-03 10:18:28,116.149,39.802690000000005
2008-02-03 10:22:21,116.14968,39.80725
2008-02-03 10:45:08,116.1501,39.807320000000004
2008-02-03 10:54:36,116.15296000000001,39.80875
2008-02-03 10:55:12,116.15432,39.80862
2008-02-03 11:04:39,116.20338000000001,39.82079
2008-02-03 11:05:15,116.20378999999998,39.824740000000006
2008-02-03 11:10:17,116.20805,39.84336
2008-02-03 11:14:42,116.22286000000001,39.84621
2008-02-03 11:15:17,116.22468,39.847229999999996
2008-02-03 11:20:19,116.2507,39.85907
2008-02-03 11:24:45,116.25952,39.868559999999995
2008-02-03 11:28:49,116.23768000000001,39.86115
2008-02-03 11:33:50,116.24906999999999,39.85862
2008-02-03 11:34:48,116.25281000000001,39.860079999999996
2008-02-03 11:36:18,116.25589,39.86158
2008-02-03 11:41:20,116.29473,39.86526
2008-02-03 11:44:52,116.31773000000001,39.84956
2008-02-03 11:51:23,116.35963000000001,39.849920000000004
2008-02-03 11:54:55,116.36153999999999,39.847
2008-02-03 11:56:25,116.36101000000001,39.84809
2008-02-03 12:04:58,116.37988999999999,39.84377
2008-02-03 12:13:10,116.3629,39.83016
2008-02-03 12:25:05,116.39258999999998,39.855540000000005
2008-02-03 12:35:08,116.43869,39.87408
2008-02-03 12:45:12,116.42987,39.90442
2008-02-03 12:55:15,116.45393999999999,39.9124
2008-02-03 13:00:16,116.44395,39.90882
2008-02-03 13:05:18,116.43491000000002,39.91298
2008-02-03 13:10:14,116.43793000000001,39.92109
2008-02-03 13:15:22,116.44415,39.91213
2008-02-03 13:17:56,116.44424,39.90696
2008-02-03 13:23:33,116.4522,39.895379999999996
2008-02-03 13:25:25,116.45206,39.89224
2008-02-03 13:28:34,116.45504,39.8944
2008-02-03 13:41:14,116.4924,39.91427
2008-02-03 13:55:35,116.44985,39.98073
2008-02-03 14:11:04,116.45666000000001,39.9958
2008-02-03 14:15:42,116.45647,39.994690000000006
2008-02-03 14:16:06,116.45647,39.994690000000006
2008-02-03 14:20:43,116.45111000000001,39.98809
2008-02-03 14:25:50,116.45116999999999,39.987970000000004
2008-02-03 14:46:07,116.45573999999999,39.988170000000004
2008-02-03 14:51:08,116.47111000000001,39.97933
2008-02-03 14:53:58,116.45678999999998,39.96526
2008-02-03 14:56:10,116.44748999999999,39.95837
2008-02-03 15:01:12,116.44492,39.960370000000005
2008-02-03 15:04:01,116.44471999999999,39.960409999999996
2008-02-03 15:06:13,116.44468,39.960440000000006
2008-02-03 15:11:15,116.44511999999999,39.96
2008-02-03 15:14:05,116.44124,39.96125
2008-02-03 15:24:08,116.35786999999999,39.96646
2008-02-03 15:34:11,116.34942,39.93598
2008-02-03 15:44:15,116.35026,39.90865
2008-02-03 15:52:07,116.3502,39.90255
2008-02-03 15:54:18,116.35003999999999,39.90017
2008-02-03 16:04:21,116.32298,39.9006
2008-02-03 16:05:52,116.32288,39.90489
2008-02-03 16:10:54,116.32563,39.895509999999994
2008-02-03 16:14:24,116.3356,39.89612
2008-02-03 16:15:55,116.33044,39.896229999999996
2008-02-03 16:24:28,116.3119,39.906259999999996
2008-02-03 16:34:31,116.3111,39.95497
2008-02-03 16:44:34,116.31691000000001,39.95897
2008-02-03 16:54:38,116.30615,39.97853
2008-02-03 16:55:15,116.3064,39.97909
2008-02-03 17:00:17,116.3092,39.98083
2008-02-03 17:04:41,116.3102,39.979659999999996
2008-02-03 17:05:19,116.31036,39.9806
2008-02-03 17:10:20,116.33283999999999,39.984840000000005
2008-02-03 17:15:21,116.34777,39.985209999999995
2008-02-03 17:20:23,116.34703999999999,39.99149
2008-02-03 17:24:47,116.34635,40.005990000000004
2008-02-03 17:25:24,116.34622,40.00909
2008-02-03 17:30:26,116.3501,40.021409999999996
2008-02-03 17:35:28,116.33986999999999,40.03233
2008-02-03 17:40:29,116.33208,40.04224
2008-02-03 17:44:53,116.33368,40.0577
2008-02-03 17:45:31,116.33774,40.05845
2008-02-03 17:50:33,116.35746,40.0629
2008-02-03 17:54:57,116.3532,40.06296
2008-02-03 17:55:34,116.3532,40.06296
2008-02-03 18:00:36,116.35542,40.062509999999996
2008-02-03 18:05:00,116.344,40.059709999999995
